"","id","expr","polarity","list","primetype","setup","question","response","type"
"324","exam","between","positive",10,"neutral","If a student's exam paper contains  misspelled words, it may need to be rewritten","How many misspelled words were there in Connor's exam paper?","There were between   5  and  10 spelling errors in his exam","critical"
"325","voting","morethan","negative",10,"neutral","The Board of Elections predicted that  overseas voters would vote by mail","How many absentee ballots have been mailed in so far?","We haven't received more than   200 absentee ballots","critical"
"326","delegates","atleast","positive",10,"neutral","This afternoon,  delegates will be arriving to attend the convention","How many copies of the agenda do we have for them?","We've printed at least   20 copies of the agenda","critical"
"327","cakes","some","negative",10,"neutral","The hotel has ordered  large chocolate cakes for the party tonight","How many cakes have we baked so far?","The baker hasn't made some chocolate cakes","critical"
"328","presents","any","positive",10,"neutral","This year at Christmas, Suzy got  presents from her aunts, uncles and cousins","How much did her classmate Timmy get?","Timmy got any presents from his relatives","critical"
"329","builders","bare","negative",10,"neutral","Last year, the construction company built  houses in California, Arizona and Nevada","How has the company's performance been this year?","The company hasn't constructed    80 houses this year","critical"
"330","jobposting","about","positive",10,"neutral","The last time we advertised a job opening,  people applied from all over the country","How many people have applied to the currently advertised job?","We've received about   30 applications","critical"
"331","algebra","between","negative",10,"neutral","We predicted that  sophomores would register for the advanced algebra class","How many sophomores have registered so far?","There aren't between   30  and  40 sophomores registered for the class","critical"
"332","chairs","morethan","positive",10,"neutral","This evening,  committee members will be coming for the planning meeting","How many seats are there in the meeting room?","We've set up more than   16 chairs in the meeting room","critical"
"333","journalist","atleast","negative",10,"neutral","The famous journalist has published  in-depth articles in The New York Times","How often has her work appeared in The Washington Post?","The journalist hasn't written at least   15 articles for The Washington Post","critical"
"334","tulips","some","positive",10,"neutral","There are  tulip bulbs in the bag we bought at the nursery","How much space is there to plant them in the garden?","We have space to plant some tulip bulbs","critical"
"335","tickets","any","negative",10,"neutral","There are  people on the waiting list for tonight's concert","How many tickets have become available?","We don't have any tickets available","critical"
"336","nominees","bare","positive",10,"neutral","The teachers have nominated  promising students to receive scholarships","How many scholarships can our budget cover?","We have the money for    20 scholarships","critical"
"337","exam","about","negative",11,"neutral","If a student's exam paper contains  misspelled words, it may need to be rewritten","How many misspelled words were there in Connor's exam paper?","There weren't about   10 spelling errors in his exam","critical"
"338","voting","between","positive",11,"neutral","The Board of Elections predicted that  overseas voters would vote by mail","How many absentee ballots have been mailed in so far?","We've received between   150  and  200 absentee ballots","critical"
"339","delegates","morethan","negative",11,"neutral","This afternoon,  delegates will be arriving to attend the convention","How many copies of the agenda do we have for them?","We haven't printed more than   20 copies of the agenda","critical"
"340","cakes","atleast","positive",11,"neutral","The hotel has ordered  large chocolate cakes for the party tonight","How many cakes have we baked so far?","The baker has made at least   8 chocolate cakes","critical"
"341","presents","some","negative",11,"neutral","This year at Christmas, Suzy got  presents from her aunts, uncles and cousins","How much did her classmate Timmy get?","Timmy didn't get some presents from his relatives","critical"
"342","builders","any","positive",11,"neutral","Last year, the construction company built  houses in California, Arizona and Nevada","How has the company's performance been this year?","The company has constructed any houses this year","critical"
"343","jobposting","bare","negative",11,"neutral","The last time we advertised a job opening,  people applied from all over the country","How many people have applied to the currently advertised job?","We haven't received    30 applications","critical"
"344","algebra","about","positive",11,"neutral","We predicted that  sophomores would register for the advanced algebra class","How many sophomores have registered so far?","There are about   40 sophomores registered for the class","critical"
"345","chairs","between","negative",11,"neutral","This evening,  committee members will be coming for the planning meeting","How many seats are there in the meeting room?","We haven't set up between   14  and  16 chairs in the meeting room","critical"
"346","journalist","morethan","positive",11,"neutral","The famous journalist has published  in-depth articles in The New York Times","How often has her work appeared in The Washington Post?","The journalist has written more than   15 articles for The Washington Post","critical"
"347","tulips","atleast","negative",11,"neutral","There are  tulip bulbs in the bag we bought at the nursery","How much space is there to plant them in the garden?","We don't have space to plant at least   40 tulip bulbs","critical"
"348","tickets","some","positive",11,"neutral","There are  people on the waiting list for tonight's concert","How many tickets have become available?","We have some tickets available","critical"
"349","nominees","any","negative",11,"neutral","The teachers have nominated  promising students to receive scholarships","How many scholarships can our budget cover?","We don't have the money for any scholarships","critical"
"350","salesmeeting","bare","positive",11,"neutral","In two weeks,  regional employees will be flying to company headquarters for the annual sales meeting","How many hotel rooms have we booked for them?","We've made    60 hotel reservations","critical"
"351","voting","about","negative",12,"neutral","The Board of Elections predicted that  overseas voters would vote by mail","How many absentee ballots have been mailed in so far?","We haven't received about   200 absentee ballots","critical"
"352","delegates","between","positive",12,"neutral","This afternoon,  delegates will be arriving to attend the convention","How many copies of the agenda do we have for them?","We've printed between   15  and  20 copies of the agenda","critical"
"353","cakes","morethan","negative",12,"neutral","The hotel has ordered  large chocolate cakes for the party tonight","How many cakes have we baked so far?","The baker hasn't made more than   8 chocolate cakes","critical"
"354","presents","atleast","positive",12,"neutral","This year at Christmas, Suzy got  presents from her aunts, uncles and cousins","How much did her classmate Timmy get?","Timmy got at least   15 presents from his relatives","critical"
"355","builders","some","negative",12,"neutral","Last year, the construction company built  houses in California, Arizona and Nevada","How has the company's performance been this year?","The company hasn't constructed some houses this year","critical"
"356","jobposting","any","positive",12,"neutral","The last time we advertised a job opening,  people applied from all over the country","How many people have applied to the currently advertised job?","We've received any applications","critical"
"357","algebra","bare","negative",12,"neutral","We predicted that  sophomores would register for the advanced algebra class","How many sophomores have registered so far?","There aren't    40 sophomores registered for the class","critical"
"358","chairs","about","positive",12,"neutral","This evening,  committee members will be coming for the planning meeting","How many seats are there in the meeting room?","We've set up about   16 chairs in the meeting room","critical"
"359","journalist","between","negative",12,"neutral","The famous journalist has published  in-depth articles in The New York Times","How often has her work appeared in The Washington Post?","The journalist hasn't written between   10  and  15 articles for The Washington Post","critical"
"360","tulips","morethan","positive",12,"neutral","There are  tulip bulbs in the bag we bought at the nursery","How much space is there to plant them in the garden?","We have space to plant more than   40 tulip bulbs","critical"
"361","tickets","atleast","negative",12,"neutral","There are  people on the waiting list for tonight's concert","How many tickets have become available?","We don't have at least   20 tickets available","critical"
"362","nominees","some","positive",12,"neutral","The teachers have nominated  promising students to receive scholarships","How many scholarships can our budget cover?","We have the money for some scholarships","critical"
"363","salesmeeting","any","negative",12,"neutral","In two weeks,  regional employees will be flying to company headquarters for the annual sales meeting","How many hotel rooms have we booked for them?","We haven't made any hotel reservations","critical"
"364","exam","bare","positive",12,"neutral","If a student's exam paper contains  misspelled words, it may need to be rewritten","How many misspelled words were there in Connor's exam paper?","There were    10 spelling errors in his exam","critical"
"365","delegates","about","negative",13,"neutral","This afternoon,  delegates will be arriving to attend the convention","How many copies of the agenda do we have for them?","We haven't printed about   20 copies of the agenda","critical"
"366","cakes","between","positive",13,"neutral","The hotel has ordered  large chocolate cakes for the party tonight","How many cakes have we baked so far?","The baker has made between   6  and  8 chocolate cakes","critical"
"367","presents","morethan","negative",13,"neutral","This year at Christmas, Suzy got  presents from her aunts, uncles and cousins","How much did her classmate Timmy get?","Timmy didn't get more than   15 presents from his relatives","critical"
"368","builders","atleast","positive",13,"neutral","Last year, the construction company built  houses in California, Arizona and Nevada","How has the company's performance been this year?","The company has constructed at least   80 houses this year","critical"
"369","jobposting","some","negative",13,"neutral","The last time we advertised a job opening,  people applied from all over the country","How many people have applied to the currently advertised job?","We haven't received some applications","critical"
"370","algebra","any","positive",13,"neutral","We predicted that  sophomores would register for the advanced algebra class","How many sophomores have registered so far?","There are any sophomores registered for the class","critical"
"371","chairs","bare","negative",13,"neutral","This evening,  committee members will be coming for the planning meeting","How many seats are there in the meeting room?","We haven't set up    16 chairs in the meeting room","critical"
"372","journalist","about","positive",13,"neutral","The famous journalist has published  in-depth articles in The New York Times","How often has her work appeared in The Washington Post?","The journalist has written about   15 articles for The Washington Post","critical"
"373","tulips","between","negative",13,"neutral","There are  tulip bulbs in the bag we bought at the nursery","How much space is there to plant them in the garden?","We don't have space to plant between   30  and  40 tulip bulbs","critical"
"374","tickets","morethan","positive",13,"neutral","There are  people on the waiting list for tonight's concert","How many tickets have become available?","We have more than   20 tickets available","critical"
"375","nominees","atleast","negative",13,"neutral","The teachers have nominated  promising students to receive scholarships","How many scholarships can our budget cover?","We don't have the money for at least   20 scholarships","critical"
"376","salesmeeting","some","positive",13,"neutral","In two weeks,  regional employees will be flying to company headquarters for the annual sales meeting","How many hotel rooms have we booked for them?","We've made some hotel reservations","critical"
"377","exam","any","negative",13,"neutral","If a student's exam paper contains  misspelled words, it may need to be rewritten","How many misspelled words were there in Connor's exam paper?","There weren't any spelling errors in his exam","critical"
"378","voting","bare","positive",13,"neutral","The Board of Elections predicted that  overseas voters would vote by mail","How many absentee ballots have been mailed in so far?","We've received    200 absentee ballots","critical"
"379","cakes","about","negative",14,"neutral","The hotel has ordered  large chocolate cakes for the party tonight","How many cakes have we baked so far?","The baker hasn't made about   8 chocolate cakes","critical"
"380","presents","between","positive",14,"neutral","This year at Christmas, Suzy got  presents from her aunts, uncles and cousins","How much did her classmate Timmy get?","Timmy got between   10  and  15 presents from his relatives","critical"
"381","builders","morethan","negative",14,"neutral","Last year, the construction company built  houses in California, Arizona and Nevada","How has the company's performance been this year?","The company hasn't constructed more than   80 houses this year","critical"
"382","jobposting","atleast","positive",14,"neutral","The last time we advertised a job opening,  people applied from all over the country","How many people have applied to the currently advertised job?","We've received at least   30 applications","critical"
"383","algebra","some","negative",14,"neutral","We predicted that  sophomores would register for the advanced algebra class","How many sophomores have registered so far?","There aren't some sophomores registered for the class","critical"
"384","chairs","any","positive",14,"neutral","This evening,  committee members will be coming for the planning meeting","How many seats are there in the meeting room?","We've set up any chairs in the meeting room","critical"
"385","journalist","bare","negative",14,"neutral","The famous journalist has published  in-depth articles in The New York Times","How often has her work appeared in The Washington Post?","The journalist hasn't written    15 articles for The Washington Post","critical"
"386","tulips","about","positive",14,"neutral","There are  tulip bulbs in the bag we bought at the nursery","How much space is there to plant them in the garden?","We have space to plant about   40 tulip bulbs","critical"
"387","tickets","between","negative",14,"neutral","There are  people on the waiting list for tonight's concert","How many tickets have become available?","We don't have between   15  and  20 tickets available","critical"
"388","nominees","morethan","positive",14,"neutral","The teachers have nominated  promising students to receive scholarships","How many scholarships can our budget cover?","We have the money for more than   20 scholarships","critical"
"389","salesmeeting","atleast","negative",14,"neutral","In two weeks,  regional employees will be flying to company headquarters for the annual sales meeting","How many hotel rooms have we booked for them?","We haven't made at least   60 hotel reservations","critical"
"390","exam","some","positive",14,"neutral","If a student's exam paper contains  misspelled words, it may need to be rewritten","How many misspelled words were there in Connor's exam paper?","There were some spelling errors in his exam","critical"
"391","voting","any","negative",14,"neutral","The Board of Elections predicted that  overseas voters would vote by mail","How many absentee ballots have been mailed in so far?","We haven't received any absentee ballots","critical"
"392","delegates","bare","positive",14,"neutral","This afternoon,  delegates will be arriving to attend the convention","How many copies of the agenda do we have for them?","We've printed    20 copies of the agenda","critical"
